species_work,lower_limit,upper_limit,upper_limit_max,lower_limit_min,diff
Callitris preissii,16.099999999999966,18.599999999999966,27.599999999999966,11.800000000000011,2.5
Callitris rhomboidea,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011
Calochilus paludosus,13.599999999999966,22.5,30.099999999999966,10.599999999999966,8.900000000000034
Calochlaena dubia,14.199999999999989,24.5,30.099999999999966,10.399999999999977,10.300000000000011
Calophyllum inophyllum,21.30000000000001,26.69999999999999,30.099999999999966,15.599999999999966,5.399999999999977
Calophyllum sil,24.69999999999999,27.099999999999966,30,21,2.3999999999999773
Calotropis procera,26.30000000000001,28.30000000000001,35.19999999999999,19.80000000000001,2
Calyptocarpus vialis,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011
Calystegia soldanella,14.300000000000011,16.899999999999977,23.599999999999966,9.099999999999966,2.599999999999966
Calytrix brownii,26.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.8000000000000114
Calytrix exstipulata,26.5,28.30000000000001,35.19999999999999,17.599999999999966,1.8000000000000114
Calytrix tetragona,11.599999999999966,16.5,23.899999999999977,8.099999999999966,4.900000000000034
Camptostemon schultzii,26.19999999999999,27.19999999999999,30.5,22.599999999999966,1
Canarium australianum,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886
Canavalia cathartica,26.19999999999999,26.599999999999966,29.19999999999999,22.899999999999977,0.39999999999997726
Canavalia papuana,23.69999999999999,27.5,35.10000000000002,17.599999999999966,3.8000000000000114
Canavalia rosea,17.399999999999977,27.5,35.10000000000002,10.899999999999977,10.100000000000023
Cansjera leptostachya,24.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,2.6999999999999886
Capparis arborea,22.5,26.099999999999966,29.69999999999999,16.80000000000001,3.599999999999966
Capparis jacobsii,26.599999999999966,27.399999999999977,31,21.80000000000001,0.8000000000000114
Capparis lucida,23.399999999999977,26.399999999999977,29.30000000000001,18.30000000000001,3
Capparis quiniflora,25.399999999999977,27.5,35.10000000000002,17.599999999999966,2.1000000000000227
Capparis sepiaria,23.69999999999999,27.5,33,17.899999999999977,3.8000000000000114
Capparis spinosa,20.399999999999977,27.399999999999977,34.5,15,7
Capparis umbonata,26.5,27.399999999999977,31.599999999999966,21.80000000000001,0.8999999999999773
Capsella bursa-pastoris,14,23.399999999999977,27.099999999999966,9.599999999999966,9.399999999999977
Capsicum annuum,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966
Carallia brachiata,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773
Carduus pycnocephalus,13.699999999999989,18.599999999999966,27.599999999999966,9.599999999999966,4.899999999999977
Carduus tenuiflorus,12.800000000000011,18.399999999999977,27.5,6.300000000000011,5.599999999999966
Carex appressa,11.599999999999966,21,27.399999999999977,6.300000000000011,9.400000000000034
Carex breviculmis,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455
Carex fascicularis,13.599999999999966,21.5,28.5,10.099999999999966,7.900000000000034
Carex inversa,14.300000000000011,17.399999999999977,23.899999999999977,10.099999999999966,3.099999999999966
Carex pumila,13.199999999999989,21.5,27.399999999999977,9.099999999999966,8.300000000000011
Carex thecata,15.599999999999966,19.5,27.599999999999966,10.5,3.900000000000034
Carica papaya,17.599999999999966,26.399999999999977,29.30000000000001,11.599999999999966,8.800000000000011
Carpobrotus aequilaterus,13.800000000000011,21.30000000000001,27.399999999999977,9.599999999999966,7.5
Carpobrotus edulis,14.199999999999989,18.399999999999977,28.5,10.099999999999966,4.199999999999989
Carpobrotus glaucescens,15.699999999999989,23.5,27,7.399999999999977,7.800000000000011
Carpobrotus rossii,11.599999999999966,21.69999999999999,27.69999999999999,6.300000000000011,10.100000000000023
Carpobrotus virescens,15.599999999999966,23.599999999999966,31.30000000000001,10.099999999999966,8
Cartonema parviflorum,26.30000000000001,28.30000000000001,35.19999999999999,19.80000000000001,2
Cartonema spicatum,26.599999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.7000000000000455
Cascabela thevetia,21.30000000000001,27.19999999999999,30.5,15.599999999999966,5.899999999999977
Cassinia aculeata,11.599999999999966,18.599999999999966,24.30000000000001,6.300000000000011,7
Cassytha aurea,21.099999999999966,27.5,30.80000000000001,15.800000000000011,6.400000000000034
Cassytha capillaris,25.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,2
Cassytha filiformis,21.30000000000001,28.30000000000001,35.19999999999999,15.599999999999966,7
Cassytha glabella,12.199999999999989,25.30000000000001,30.099999999999966,6.300000000000011,13.100000000000023
Cassytha melantha,13.199999999999989,16.899999999999977,24.19999999999999,9.5,3.6999999999999886
Cassytha pubescens,12.099999999999966,26.19999999999999,30.099999999999966,7.699999999999989,14.100000000000023
Cassytha racemosa,15.399999999999977,19.5,28.5,9.699999999999989,4.100000000000023
Casuarina equisetifolia,21.5,26.69999999999999,29.69999999999999,16.19999999999999,5.199999999999989
Casuarina glauca,15.699999999999989,21.30000000000001,25.80000000000001,9.099999999999966,5.600000000000023
Casuarina obesa,18,18,28.5,10.099999999999966,0
Catapodium rigidum,13.800000000000011,18.599999999999966,27.599999999999966,8.800000000000011,4.7999999999999545
Catharanthus roseus,21.30000000000001,27.399999999999977,34.5,15.599999999999966,6.099999999999966
Cathormion umbellatum,26.19999999999999,28.30000000000001,35.19999999999999,19.80000000000001,2.1000000000000227
Causonis trifolia,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011
Cayratia acris,24.80000000000001,26.69999999999999,29.19999999999999,21.19999999999999,1.8999999999999773
Cayratia cardiophylla,24.80000000000001,26.399999999999977,28.80000000000001,21.19999999999999,1.599999999999966
Cayratia clematidea,17.80000000000001,26.399999999999977,29,9.199999999999989,8.599999999999966
Cayratia maritima,26.19999999999999,26.599999999999966,29.30000000000001,23.099999999999966,0.39999999999997726
Celosia argentea,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863
Celtis paniculata,21.30000000000001,26.399999999999977,29.69999999999999,15.599999999999966,5.099999999999966
Celtis philippensis,23.399999999999977,27.5,35.10000000000002,17.599999999999966,4.100000000000023
Cenchrus brevisetosus,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863
Cenchrus ciliaris,22,27.5,34.5,15.399999999999977,5.5
Cenchrus clandestinus,13.599999999999966,21.5,28.5,9,7.900000000000034
Cenchrus echinatus,21,27.399999999999977,34.5,14.399999999999977,6.399999999999977
Cenchrus elymoides,27.19999999999999,27.399999999999977,34.10000000000002,19.5,0.19999999999998863
Centaurea melitensis,14.399999999999977,22.099999999999966,30.399999999999977,9.899999999999977,7.699999999999989
Centaurium erythraea,12.199999999999989,25,29.19999999999999,6.300000000000011,12.800000000000011
Centaurium pulchellum,14.199999999999989,18.599999999999966,24.80000000000001,8.800000000000011,4.399999999999977
Centaurium tenuiflorum,14.099999999999966,22.5,30.099999999999966,9.699999999999989,8.400000000000034
Centella asiatica,15.599999999999966,26.399999999999977,29,10.5,10.800000000000011
Centipeda minima,15.800000000000011,26.30000000000001,29.19999999999999,10.5,10.5
Centrolepis aristata,13.199999999999989,18,28.5,9.5,4.800000000000011
Centrolepis drummondiana,18,18,28.5,10.099999999999966,0
Centrolepis fascicularis,13.699999999999989,15.800000000000011,23.899999999999977,10.300000000000011,2.1000000000000227
Centrolepis glabra,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886
Centrolepis polygyna,13.699999999999989,18.599999999999966,28.399999999999977,9.699999999999989,4.899999999999977
Centrolepis strigosa,12.300000000000011,21.30000000000001,27.399999999999977,6.300000000000011,9
Cerastium fontanum,11.599999999999966,16.399999999999977,23.399999999999977,6.899999999999977,4.800000000000011
Cerastium glomeratum,12.099999999999966,21.099999999999966,31.30000000000001,8.800000000000011,9
Ceratopteris thalictroides,21.30000000000001,27.30000000000001,31,15.599999999999966,6
Ceriops australis,24.5,26.599999999999966,29.69999999999999,17.899999999999977,2.099999999999966
Ceriops tagal,21.5,27.19999999999999,30.5,16.19999999999999,5.699999999999989
Chamaecrista absus,23.399999999999977,28.30000000000001,35.19999999999999,17.899999999999977,4.900000000000034
Chamaecrista mimosoides,23.5,27.399999999999977,32.39999999999998,19.099999999999966,3.8999999999999773
Chamaecrista nomame,21.5,26.30000000000001,28.19999999999999,16.19999999999999,4.800000000000011
Chamaecrista rotundifolia,22.5,26.399999999999977,29.69999999999999,16.80000000000001,3.8999999999999773
Chamaescilla corymbosa,15.599999999999966,18,28.5,10.099999999999966,2.400000000000034
Cheilanthes austrotenuifolia,11.599999999999966,18.599999999999966,24.30000000000001,8.099999999999966,7
Cheilanthes brownii,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773
Cheilanthes caudata,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Cheilanthes nudiuscula,23.69999999999999,27.399999999999977,30.30000000000001,17.899999999999977,3.6999999999999886
Cheilanthes sieberi,16.5,27.19999999999999,30.5,10.5,10.699999999999989
Cheilanthes tenuifolia,13.199999999999989,27.19999999999999,30.5,9.5,14
Chenopodium album,12.800000000000011,21.899999999999977,29.80000000000001,6.300000000000011,9.099999999999966
Chenopodium gaudichaudianum,21.099999999999966,22.099999999999966,30.399999999999977,15.399999999999977,1
Chenopodium glaucum,12.199999999999989,18.599999999999966,28.5,6.300000000000011,6.399999999999977
Chenopodium murale,14.099999999999966,22.69999999999999,32,9.699999999999989,8.600000000000023
Chionanthus ramiflorus,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3
Chloris barbata,21.30000000000001,27.399999999999977,34.5,15.599999999999966,6.099999999999966
Chloris gayana,17.399999999999977,27.19999999999999,30.5,10.899999999999977,9.800000000000011
Chloris ventricosa,21.30000000000001,22.69999999999999,30.099999999999966,15.599999999999966,1.3999999999999773
Chlorophytum laxum,25.399999999999977,27.399999999999977,34.10000000000002,19.5,2
Christia australasica,27.19999999999999,27.399999999999977,33,20.19999999999999,0.19999999999998863
Chrysanthemoides monilifera,13.199999999999989,22.5,30.099999999999966,9,9.300000000000011
Chrysocephalum apiculatum,13.199999999999989,23.69999999999999,27.80000000000001,9.5,10.5
Chrysopogon elongatus,26.5,26.69999999999999,29.19999999999999,22.80000000000001,0.19999999999998863
Chrysopogon fallax,22.5,27.399999999999977,33,16.80000000000001,4.899999999999977
Cicendia filiformis,14.199999999999989,18,28.5,10.099999999999966,3.8000000000000114
Cirsium arvense,11.599999999999966,14.300000000000011,19.19999999999999,6.899999999999977,2.7000000000000455
Cirsium vulgare,11.599999999999966,22.5,26.599999999999966,6.300000000000011,10.900000000000034
Cissus adnata,26.19999999999999,27.399999999999977,32.69999999999999,20.099999999999966,1.1999999999999886
Cissus reniformis,23.69999999999999,26.69999999999999,29.69999999999999,17.899999999999977,3
Citrullus amarus,15.699999999999989,26.399999999999977,29.30000000000001,9.800000000000011,10.699999999999989
Citrus x limon,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011
Claoxylon hillii,24.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,2.6999999999999886
Claoxylon tenerifolium,23.399999999999977,26.69999999999999,29.69999999999999,17.899999999999977,3.3000000000000114
Cleistanthus peninsularis,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863
Cleistochloa subjuncea,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011
Clematicissus opaca,21,26.30000000000001,29.69999999999999,14.599999999999966,5.300000000000011
Clematis aristata,12.099999999999966,14.199999999999989,20.899999999999977,6.899999999999977,2.1000000000000227
Clematis glycinoides,15.699999999999989,21,27.399999999999977,7.800000000000011,5.300000000000011
Clematis linearifolia,18.399999999999977,21.19999999999999,27.5,11.5,2.8000000000000114
Clematis microphylla,13.599999999999966,21.69999999999999,27.69999999999999,9.5,8.100000000000023
Clematis pubescens,15.599999999999966,16.69999999999999,22.5,10.699999999999989,1.1000000000000227
Clerodendrum costatum,24.5,26.69999999999999,29.69999999999999,17.899999999999977,2.1999999999999886
Clerodendrum floribundum,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011
Clerodendrum inerme,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989
Clerodendrum longiflorum,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773
Clerodendrum tomentosum,17.80000000000001,27.399999999999977,32.69999999999999,9.199999999999989,9.599999999999966
Clitoria ternatea,24.5,27.399999999999977,34.5,17.899999999999977,2.8999999999999773
Cochlospermum fraseri,26.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.8000000000000114
Cochlospermum gillivraei,23.69999999999999,26.69999999999999,29.69999999999999,17.899999999999977,3
Cocos nucifera,22.5,26.69999999999999,29.69999999999999,16.80000000000001,4.199999999999989
Coelospermum reticulatum,23.69999999999999,26.599999999999966,29.69999999999999,17.899999999999977,2.8999999999999773
Colobanthus apetalus,11.599999999999966,14.300000000000011,20.19999999999999,6.899999999999977,2.7000000000000455
Colubrina asiatica,23.399999999999977,26.69999999999999,29.69999999999999,17.899999999999977,3.3000000000000114
Comesperma calymega,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227
Comesperma integerrimum,18,18.599999999999966,28.399999999999977,10.199999999999989,0.5999999999999659
Comesperma retusum,13.599999999999966,22.5,30.099999999999966,10.399999999999977,8.900000000000034
Comesperma secundum,26.5,27.19999999999999,30.5,22.5,0.6999999999999886
Comesperma volubile,11.599999999999966,17.19999999999999,26.69999999999999,6.300000000000011,5.600000000000023
Commelina benghalensis,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966
Commelina cyanea,16.399999999999977,24.5,29.69999999999999,9,8.100000000000023
Commelina diffusa,22.5,26.399999999999977,30.099999999999966,17.80000000000001,3.8999999999999773
Commelina ensifolia,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011
Commelina undulata,24.599999999999966,26.099999999999966,28.5,20.099999999999966,1.5
Commicarpus australis,21.099999999999966,25.599999999999966,30.399999999999977,15.399999999999977,4.5
Commicarpus insularum,22.599999999999966,22.899999999999977,26.5,17.399999999999977,0.30000000000001137
Conostylis aculeata,18,18,28.5,10.099999999999966,0
Conostylis candicans,18.399999999999977,19.5,27.599999999999966,11.5,1.1000000000000227
Convolvulus erubescens,13.199999999999989,21.399999999999977,27.399999999999977,9.099999999999966,8.199999999999989
Coprosma quadrifida,12.199999999999989,14.300000000000011,20.19999999999999,6.899999999999977,2.1000000000000227
Coprosma repens,11.599999999999966,17.599999999999966,23.899999999999977,8.099999999999966,6
Corchorus aestuans,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023
Corchorus sidoides,25,28.30000000000001,35.19999999999999,17.599999999999966,3.3000000000000114
Cordia dichotoma,22.5,26.599999999999966,29.69999999999999,16.80000000000001,4.099999999999966
Cordia subcordata,22.599999999999966,27.399999999999977,30.599999999999966,17.399999999999977,4.800000000000011
Coronidium scorpioides,11.599999999999966,14.199999999999989,20,6.300000000000011,2.6000000000000227
Correa alba,11.599999999999966,18.599999999999966,24.30000000000001,6.300000000000011,7
Correa backhouseana,12.099999999999966,16.19999999999999,23.899999999999977,8,4.100000000000023
Correa reflexa,11.599999999999966,17.80000000000001,25.69999999999999,8.099999999999966,6.2000000000000455
Corymbia cadophora,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Corymbia clarksoniana,22.5,26.30000000000001,29.69999999999999,16.80000000000001,3.8000000000000114
Corymbia confertiflora,27.19999999999999,28.30000000000001,35.19999999999999,17.599999999999966,1.1000000000000227
Corymbia dendromerinx,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Corymbia disjuncta,26.5,27.399999999999977,32.39999999999998,20.099999999999966,0.8999999999999773
Corymbia ferruginea,26.5,28.30000000000001,35.19999999999999,19.80000000000001,1.8000000000000114
Corymbia greeniana,27.099999999999966,27.399999999999977,33,20.19999999999999,0.30000000000001137
Corymbia intermedia,21.5,24.5,30.099999999999966,16.19999999999999,3
Corymbia papillosa,26.5,27.399999999999977,31.599999999999966,22.19999999999999,0.8999999999999773
Corymbia polycarpa,24.5,28.30000000000001,35.19999999999999,17.599999999999966,3.8000000000000114
Corymbia polysciada,26.5,26.69999999999999,29.19999999999999,22.899999999999977,0.19999999999998863
Corymbia tessellaris,21.30000000000001,26.30000000000001,30.099999999999966,15.599999999999966,5
Corynotheca micrantha,16.399999999999977,21.69999999999999,28.5,10.099999999999966,5.300000000000011
Cotula australis,11.599999999999966,21.30000000000001,27,8.099999999999966,9.700000000000045
Cotula coronopifolia,12.800000000000011,18.599999999999966,28.5,6.300000000000011,5.7999999999999545
Cotula cotuloides,16.19999999999999,21.69999999999999,31.30000000000001,10.099999999999966,5.5
Cotula vulgaris,13.599999999999966,16.30000000000001,23.899999999999977,10.399999999999977,2.7000000000000455
Crassula closiana,15.800000000000011,18.599999999999966,27.599999999999966,11.5,2.7999999999999545
Crassula colorata,15.399999999999977,22,29.599999999999966,9.699999999999989,6.600000000000023
Crassula decumbens,13.599999999999966,18.599999999999966,28.5,9.899999999999977,5
Crassula exserta,14.5,20.399999999999977,29.599999999999966,10.599999999999966,5.899999999999977
Crassula glomerata,18,19,28.5,10.099999999999966,1
Crassula helmsii,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227
Crassula natans,14,18.599999999999966,28.5,10.099999999999966,4.599999999999966
Crassula peduncularis,14,16.69999999999999,23.899999999999977,10.199999999999989,2.6999999999999886
Crassula sieberiana,11.599999999999966,18.599999999999966,24.80000000000001,6.300000000000011,7
Crassula tetramera,11.599999999999966,21.30000000000001,27.399999999999977,8.099999999999966,9.700000000000045
Crinum arenarium,23.69999999999999,27.5,34.10000000000002,17.899999999999977,3.8000000000000114
Crinum pedunculatum,18.099999999999966,26.69999999999999,29.69999999999999,10.699999999999989,8.600000000000023
Crotalaria brevis,21,26.599999999999966,30.099999999999966,14.399999999999977,5.599999999999966
Crotalaria calycina,23.399999999999977,26.599999999999966,29.19999999999999,18.30000000000001,3.1999999999999886
Crotalaria goreensis,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773
Crotalaria medicaginea,22.5,27.5,34.5,16.80000000000001,5
Crotalaria montana,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011
Crotalaria novae-hollandiae,25.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,1.8000000000000114
Crotalaria pallida,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977
Crotalaria retusa,24.5,27.399999999999977,33,17.899999999999977,2.8999999999999773
Crotalaria verrucosa,27.099999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.2000000000000455
Croton arnhemicus,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023
Croton habrophyllus,26.5,27.399999999999977,35.10000000000002,17.599999999999966,0.8999999999999773
Cryptandra intratropica,27.19999999999999,27.399999999999977,35.10000000000002,17.599999999999966,0.19999999999998863
Cryptocarya cunninghamii,24.69999999999999,27.19999999999999,35.10000000000002,17.599999999999966,2.5
Cryptocarya exfoliata,25.399999999999977,26.399999999999977,28.80000000000001,22.80000000000001,1
Cucumis althaeoides,22.5,27.399999999999977,34.5,16.80000000000001,4.899999999999977
Cucumis melo,26.399999999999977,28.30000000000001,35.19999999999999,19.80000000000001,1.900000000000034
Cucurbita pepo,17.599999999999966,22.69999999999999,26.5,11.599999999999966,5.100000000000023
Cullen badocanum,25.599999999999966,27.399999999999977,33,20.19999999999999,1.8000000000000114
Cupaniopsis anacardioides,18.599999999999966,27.099999999999966,30.5,11.899999999999977,8.5
Curculigo ensifolia,24.5,27.399999999999977,31.599999999999966,17.899999999999977,2.8999999999999773
Curcuma australasica,25.399999999999977,26.599999999999966,29.19999999999999,22.80000000000001,1.1999999999999886
Cyanthillium cinereum,16.599999999999966,27.5,32.19999999999999,9.599999999999966,10.900000000000034
Cyathea australis,12.399999999999977,16.5,23.399999999999977,7.300000000000011,4.100000000000023
Cyclophyllum coprosmoides,21,25.30000000000001,29.69999999999999,14.399999999999977,4.300000000000011
Cyclophyllum maritimum,25.399999999999977,26.399999999999977,29.30000000000001,22.80000000000001,1
Cyclosorus interruptus,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977
Cyclospermum leptophyllum,17.599999999999966,22.80000000000001,30.099999999999966,11.599999999999966,5.2000000000000455
Cycnogeton procerum,13.199999999999989,21.30000000000001,28.5,9.5,8.100000000000023
Cymbonotus preissianus,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455
Cymbopogon ambiguus,21.19999999999999,27.19999999999999,33,15.5,6
Cymbopogon bombycinus,22.5,27.5,35.10000000000002,16.80000000000001,5
Cymbopogon procerus,25,27.399999999999977,32.69999999999999,20.5,2.3999999999999773
Cymbopogon refractus,17.80000000000001,26.599999999999966,30.099999999999966,9.199999999999989,8.799999999999955
Cynanchum puberulum,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Cynanchum viminale,20.19999999999999,27.5,35.10000000000002,14.599999999999966,7.300000000000011
Cynodon dactylon,14.5,28.30000000000001,35.19999999999999,9.099999999999966,13.800000000000011
Cynoglossum australe,13.199999999999989,20.399999999999977,24.30000000000001,9.5,7.199999999999989
Cynosurus echinatus,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455
Cyperus aquatilis,21,27.399999999999977,32.69999999999999,14.399999999999977,6.399999999999977
Cyperus astartodes,27.099999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.2000000000000455
Cyperus bulbosus,21.69999999999999,27.5,30.5,15.399999999999977,5.800000000000011
Cyperus carinatus,27.099999999999966,27.399999999999977,34.5,19.099999999999966,0.30000000000001137
Cyperus castaneus,26.30000000000001,28.30000000000001,35.19999999999999,17.599999999999966,2
Cyperus conicus,21,27.5,35.10000000000002,14.399999999999977,6.5
Cyperus enervis,21,24.5,29.69999999999999,14.599999999999966,3.5
Cyperus gracilis,16.5,23.69999999999999,30.099999999999966,10.099999999999966,7.199999999999989
Cyperus haspan,21.30000000000001,27.30000000000001,35.10000000000002,15.599999999999966,6
Cyperus javanicus,22.5,27.5,33,16.80000000000001,5
Cyperus lucidus,14,26.399999999999977,30.099999999999966,11,12.399999999999977
Cyperus microcephalus,26.69999999999999,27.5,35.10000000000002,17.599999999999966,0.8000000000000114
Cyperus pedunculatus,23.5,26.399999999999977,29.69999999999999,17.899999999999977,2.8999999999999773
Cyperus polystachyos,16.5,27.399999999999977,34.5,10.5,10.899999999999977
Cyperus pulchellus,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Cyperus rotundus,16.30000000000001,26.399999999999977,30.099999999999966,11.199999999999989,10.099999999999966
Cyperus scaber,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977
Cyperus scariosus,22.5,27.30000000000001,30.599999999999966,16.80000000000001,4.800000000000011
Cyperus squarrosus,23.69999999999999,27.5,35.10000000000002,17.599999999999966,3.8000000000000114
Cyperus stolonifer,21.30000000000001,26.399999999999977,29,15.599999999999966,5.099999999999966
Cyrtostylis reniformis,13.599999999999966,18.5,27.599999999999966,10.199999999999989,4.900000000000034
Cyrtostylis robusta,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455
Dactylis glomerata,11.599999999999966,15.800000000000011,23.899999999999977,7.300000000000011,4.2000000000000455
Dactyloctenium aegyptium,22.599999999999966,28.30000000000001,35.19999999999999,17.599999999999966,5.7000000000000455
Dactyloctenium radulans,22.5,27.399999999999977,34.5,16.80000000000001,4.899999999999977
Dalbergia densa,25.399999999999977,26.399999999999977,29.30000000000001,22.80000000000001,1
Dampiera stricta,13.199999999999989,14.599999999999966,21.19999999999999,9.5,1.3999999999999773
Dapsilanthus spathaceus,26.30000000000001,26.69999999999999,29.19999999999999,22.899999999999977,0.39999999999997726
Datura stramonium,15.800000000000011,22.5,30.099999999999966,11.5,6.699999999999989
Daucus glochidiatus,12.800000000000011,22.099999999999966,30.399999999999977,6.300000000000011,9.299999999999955
Davallia denticulata,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886
Davallia solida,17.80000000000001,26.30000000000001,30.099999999999966,9.199999999999989,8.5
Decaisnina angustata,26.30000000000001,27.399999999999977,30.599999999999966,21.80000000000001,1.099999999999966
Delairea odorata,14,17.599999999999966,23.399999999999977,9.099999999999966,3.599999999999966
Delonix regia,22.5,27.19999999999999,30.5,16.80000000000001,4.699999999999989
Dendrobium dicuphum,26.599999999999966,26.599999999999966,30.5,22.099999999999966,0
Dendrobium discolor,23.399999999999977,26.30000000000001,29.69999999999999,17.899999999999977,2.900000000000034
Dendrophthoe acacioides,27.099999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.2000000000000455
Dendrophthoe glabrescens,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989
Dendrophthoe vitellina,21,24.5,30.099999999999966,14.399999999999977,3.5
Denhamia disperma,23.399999999999977,24.5,29.69999999999999,17.899999999999977,1.1000000000000227
Denhamia obscura,26.5,27.5,35.10000000000002,17.599999999999966,1
Derris trifoliata,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3
Desmodium rhytidophyllum,21,24.5,30.099999999999966,14.399999999999977,3.5
Desmodium scorpiurus,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773
Desmodium tortuosum,21,27.19999999999999,30.5,14.399999999999977,6.199999999999989
Deyeuxia quadriseta,12.399999999999977,17.599999999999966,23.899999999999977,6.300000000000011,5.199999999999989
Dianella brevicaulis,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455
Dianella caerulea,16.399999999999977,26.30000000000001,30.099999999999966,9.099999999999966,9.900000000000034
Dianella congesta,16.599999999999966,22.5,30.099999999999966,9.599999999999966,5.900000000000034
Dianella longifolia,16.5,26.30000000000001,29.69999999999999,9,9.800000000000011
Dianella odorata,26.30000000000001,26.69999999999999,29.19999999999999,22.899999999999977,0.39999999999997726
Dianella revoluta,11.599999999999966,22,28.5,6.899999999999977,10.400000000000034
Dianella tasmanica,11.599999999999966,14.399999999999977,20.19999999999999,6.300000000000011,2.8000000000000114
Dichanthium sericeum,21.30000000000001,27.399999999999977,31.599999999999966,15.599999999999966,6.099999999999966
Dichelachne crinita,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034
Dichelachne micrantha,12.399999999999977,17.80000000000001,25.69999999999999,6.899999999999977,5.400000000000034
Dichondra repens,11.599999999999966,18.599999999999966,27.599999999999966,6.300000000000011,7
Dichopogon capillipes,18,18,28.5,10.099999999999966,0
Dicksonia antarctica,11.599999999999966,14.599999999999966,21.19999999999999,7.300000000000011,3
Dicliptera armata,27.099999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.2000000000000455
Dicranopteris linearis,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989
Digitaria bicornis,22.69999999999999,27.399999999999977,34.5,17.899999999999977,4.699999999999989
Digitaria ciliaris,15.800000000000011,27.5,34.5,10.5,11.699999999999989
Digitaria ctenantha,24.80000000000001,26.69999999999999,29.899999999999977,20.399999999999977,1.8999999999999773
Dillenia alata,26.19999999999999,26.69999999999999,29.19999999999999,22.899999999999977,0.5
Dillwynia glaberrima,12.099999999999966,22.5,30.099999999999966,8,10.400000000000034
Dimeria ornithopoda,25.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,2
Dinebra neesii,13.199999999999989,27.399999999999977,30.5,9.5,14.199999999999989
